,Pred_Dir,Pred_PDB,Protein_type,Rank,Bound_Unbound,Native_Dir,Native_PDB,H3_local_RMSD,OCD,H Fr,CDRH1,CDRH2,CDRH3,L Fr,CDRL1,CDRL2,CDRL3,Model,PDB,Runtime
0,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7u0b/,renum_renamed_fold_7u0b_model_2.pdb,antibody,0.9,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7u0b.pdb,1.9023491144180298,3.0470977720943906,0.5010714924016864,3.3172734816799454,3.1041216964817804,4.942181920700796,0.4666819850269792,0.4175405857095595,0.4714717515527391,0.3826146709970345,AF3,7u0b,
1,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7ams/,renum_renamed_fold_7ams_model_1.pdb,antibody,0.92,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7ams.pdb,3.3151464462280273,2.0602952590740444,0.7414954946718879,0.4412317812345743,0.93381460303028,4.780668527717951,0.3137556867388592,0.8802635965481812,0.4897014693240471,0.7428874637850953,AF3,7ams,
2,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7qez/,renum_renamed_fold_7qez_model_4.pdb,antibody,0.93,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7qez.pdb,0.5255192518234253,3.204186721933504,0.4396844514815224,0.5833948057718773,0.3935155592001395,1.363643530191094,0.6779181325835233,1.7486471058885775,1.220816391319354,1.0635444228680595,AF3,7qez,
3,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7t0k/,renum_renamed_fold_7t0k_model_3.pdb,antibody,0.93,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7t0k.pdb,2.913752555847168,1.6329209151765975,0.210273911461392,0.370138288926603,0.3739255524643825,3.882192086415644,0.3769878681639828,0.9092728971257678,0.35361583912752,0.335821875164063,AF3,7t0k,
4,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7s5q/,renum_renamed_fold_7s5q_model_1.pdb,antibody,0.92,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7s5q.pdb,0.7933176755905151,2.8259265777202094,0.2892623478573117,0.3973190795561926,0.3122237856765308,1.380228678718475,0.4527367382936609,1.7707484724090234,0.4437774831392445,0.6175663334823737,AF3,7s5q,
5,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7u2d/,renum_renamed_fold_7u2d_model_4.pdb,antibody,0.9,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7u2d.pdb,3.9761171340942383,0.8494066974824961,0.3854194732333521,0.2385641196197108,1.1245913637992544,4.322517259421832,0.3575629964852226,0.4557390018003627,0.4113506110288825,1.8513562238879868,AF3,7u2d,
6,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7l7r/,renum_renamed_fold_7l7r_model_0.pdb,antibody,0.89,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7l7r.pdb,0.44835883378982544,5.263016094593717,0.2816361146465564,0.2588920836921164,0.6548700078357023,0.6789713096147416,0.2986481829413349,0.2166265852174704,0.3980603937272711,0.4286189097024198,AF3,7l7r,
7,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7sbu/,renum_renamed_fold_7sbu_model_3.pdb,antibody,0.87,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7sbu.pdb,1.7327462434768677,1.7231890010728108,0.4627156382419255,2.3845882835969743,0.7586585165280508,5.566675928156636,0.2445994969706729,0.3389293846897252,0.2711409466220079,0.4068082417511933,AF3,7sbu,
8,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7ryu/,renum_renamed_fold_7ryu_model_1.pdb,antibody,0.88,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7ryu.pdb,0.48943957686424255,4.042218256123663,0.3431508696638971,2.6697841917449576,0.4152503960472542,0.9865847545099063,0.3964851224133764,0.6850026777495721,0.6853336759973487,0.4454838515644014,AF3,7ryu,
9,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7mzg/,renum_renamed_fold_7mzg_model_0.pdb,antibody,0.89,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7mzg.pdb,0.4911004900932312,5.293070725570828,0.2557584063987208,0.5443086260396292,0.3684930985864082,1.5925407272679633,0.365283349737786,0.6851723045372029,0.2784469788911249,2.814963032981926,AF3,7mzg,
10,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/Ruffolo_AF3/Abs/7mf7/,renum_renamed_fold_7mf7_model_1.pdb,antibody,0.93,unbound,/home/ftalib1/scr4_jgray21/ftalib1/AF3_Benchmark/IgFold_Benchmark/Native/Aug2022_ab/,renum_7mf7.pdb,2.2641258239746094,1.3270465110515932,0.2858318049305401,0.2178610166157516,0.3069309475482264,3.320792098945414,0.2897967862807669,0.3121582305291598,0.410119790953548,0.5341620981912663,AF3,7mf7,
